Facility Name,Opening Days and Hours,Phone,Latitude,Longitude,Formatted Address,Primary Type,Accessibility Options,Maps URI,Website URI
ZOBOZDRAVSTVO MAJA JAMŠEK STARC,Monday: 1:00 – 6:30 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 12:15 – 6:45 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 1 281 13 42,46.0338424,14.4931802,"Pod jelšami 20, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=2433100704834690504,http://zobozdravstvojamsek.si/
ZOBOZDRAVSTVO MUC ZOBOZDRAVSTVENA DEJAVNOST D.O.O.,,+386 7 305 17 99,45.577593199999995,15.1940685,"Ulica na Pristavah, 8340 Črnomelj, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15138794049850256909,
ZOBOZDRAVSTVO OBLAK d.o.o.podružnica Ljubljana-implantološk,"Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 12:00 PM, 4:00 – 8:00 PM; Wednesday: 7:00 AM – 12:30 PM, 1:00 – 3:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed",+386 1 437 95 11,46.0505881,14.4601834,"Tehnološki park 20, 1000 Ljubljana, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3732862483949267166,http://www.zobozdravstvo-oblak.si/
ZOBOZDRAVSTVO TURK ORTODONTSKA IN ZOBOZDRAVSTVENA ORDINACIJA D.O.O.,,+386 2 420 77 07,46.535249799999995,15.6285637,"Borštnikova ulica 83, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=3697626083378961099,http://www.zobozdravstvo-turk.si/
ZOBOZDRAVSTVO VIHER d.o.o.,,,46.7455935,16.2741857,"Fokovci 62, 9208 Fokovci, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=16358605768617409503,
ZZ ARSMED-ORTODONTIJA SEŽANA - Tanja Lah Kržin dr.dent.med. spec.,Monday: 12:30 – 8:00 PM; Tuesday: 12:00 – 7:30 PM; Wednesday: 7:30 AM – 3:00 PM; Thursday: 7:30 AM – 3:00 PM; Friday: 7:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,+386 51 609 755,45.705588399999996,13.8641234,"Partizanska c. 63, 6210 Sežana, Slovenia",dentist,,https://maps.google.com/?cid=1494380661293484159,https://mauve-platinum-92sf.squarespace.com/kdosmo
ZZZ DR. MALE,,+386 2 228 15 00,46.5596033,15.642338500000001,"Center, Gospejna ulica 11, 2000 Maribor, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=9811626022262599673,https://zdravniki-zobozdravniki.net/Clan/Rene-MALE-1259
Zagode Pavel - privatna specialistična zobna ambulanta,,+386 7 816 15 21,46.0103912,15.3026752,"Trg svobode 14, 8290 Sevnica, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=9932166387176777003,https://www.facebook.com/pages/category/Dentist---Dental-Office/Privatna-specialisti%C4%8Dna-zobna-ambulanta-Pavel-Zagode-1465659030324530/
Zas. zob. ord. za odrasle in mladino Samo Spetič,Monday: 1:30 – 8:00 PM; Tuesday: 7:00 AM – 1:00 PM; Wednesday: 7:00 AM – 1:00 PM; Thursday: 1:30 – 8:00 PM; Friday: 7:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,+386 5 783 52 30,45.520624999999995,14.146665899999999,"12b, Podgrad, 6244 Podgrad, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1708692456866569052,http://www.zobozdravnik-spetic.si/
Zasebna ambulanta za pljučne bolezni Alojz Horvat dr.med.,Monday: 7:30 AM – 2:00 PM; Tuesday: 7:30 AM – 2:00 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 4:00 – 10:30 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 535 14 04,46.6609945,16.1687798,"Gregorčičeva ulica 27, 9000 Murska Sobota, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=1111962696302635853,
Zasebna fizioterapevtska ambulanta Helena Sok,,+386 31 671 813,46.664342,16.1635694,"Lendavska ulica 1a, 9000 Murska Sobota, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13256172925904650149,http://fizioterapijasok.si/
Zasebna fizioterapija Lea Oblak,,+386 4 518 10 18,46.102480299999996,14.1422437,"Trata 7, 4224 Gorenja vas, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3760869121264993733,
Zasebna fizioterapija Maja Kovačič,Monday: 6:30 AM – 2:00 PM; Tuesday: 6:30 AM – 2:00 PM; Wednesday: 6:30 AM – 2:00 PM; Thursday: 6:30 AM – 2:00 PM; Friday: 6:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 250 14 96,46.549456799999994,15.6895112,"Zrkovska cesta 188d, 2000 Maribor, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2071159546640710058,http://fizioterapija-majakovačič.si/
Zasebna fizioterapija Mirjam Mudlack,Monday: 11:00 AM – 6:00 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 7:30 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 41 752 907,46.057794799999996,14.523791899999999,"Korytkova ulica 30, 1000 Ljubljana, Slovenia",physiotherapist,wheelchairAccessibleRestroom,https://maps.google.com/?cid=7476042006881837080,https://fizioterapija.info/
Zasebna fizioterapija Mršnik Tatjana višja fizioterapevtka,Monday: 7:30 AM – 2:30 PM; Tuesday: 7:30 AM – 2:30 PM; Wednesday: 7:30 AM – 2:30 PM; Thursday: 7:30 AM – 2:30 PM; Friday: 7:30 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,+386 2 778 57 71,46.4203329,15.876082600000002,"Osojnikova cesta 9, 2250 Ptuj, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7931514282172726682,http://fizio-ptuj.si/
Zasebna fizioterapija Nada Brdnik,,+386 3 759 11 15,46.3442015,15.402043800000001,"Spodnje Preloge 14, 3210 Slovenske Konjice, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=14934910930196606522,http://www.fizioterapijabrdnik.si/
Zasebna fizioterapija Valerija Pretnar Ramovš,Monday: 7:00 AM – 3:00 PM; Tuesday: 11:30 AM – 7:30 PM; Wednesday: 6:30 AM – 3:00 PM; Thursday: 11:30 AM – 7:30 PM; Friday: 6:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 4 510 06 60,46.222267099999996,14.1577386,"Racovnik 29, 4228 Železniki, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15673011453865897909,http://fizioterapija-vpr.net/
Zasebna fizioterapija d.o.o.,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: Closed; Sunday: Closed,+386 64 190 220,46.0319808,14.4826082,"Koprska ulica 106h, 1000 Ljubljana, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=9299924096624550458,https://medicofit.si/
Zasebna fizioterapija s koncesijo Anela Šerifović,,+386 40 392 184,45.541163,13.7189584,"Tomšičeva ulica 4, 6000 Koper, Slovenia",physiotherapist,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=14501188578506233539,
Zasebna internistično pulmološka ambulanta dr.Kata Paun,Monday: 1:00 – 8:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 1:00 – 8:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 7 305 10 04,45.57901,15.1949892,"Zadružna cesta 33, 8340 Črnomelj, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=3781497983266389326,
Zasebna klinično psihološka ambulanta Vajd Ledinek,,+386 2 620 24 50,46.551183699999996,15.641282400000001,"Jezdarska ulica 2, 2000 Maribor, Slovenia",,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=4037513243391993487,http://www.zkpa.si/
Zasebna ordinacija za zobno in čeljustno ortopedijo Irena Pišljar Božič,,+386 5 377 32 97,46.002204299999995,14.030351999999999,"Ulica Otona Župančiča 3, 5280 Idrija, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15330558365614538927,http://orto-pisljar.si/
Zasebna ortopedska ambulanta Saša Kosovinc dr.med.,,+386 1 438 58 75,46.0580165,14.5236646,"Korytkova ulica 29, 1000 Ljubljana, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=7487743996452874701,
Zasebna pedopsihiatrična ambulanta Nataša Potočnik Dajčman dr.med.,,+386 2 620 54 53,46.551183699999996,15.641282400000001,"Jezdarska ulica 2, 2000 Maribor, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4835952808038727037,
Zasebna psihiatricna ambulanta Dušan Sudar dr.med.,,+386 5 338 32 82,45.958431399999995,13.6462351,"Ulica Gradnikove brigade 7, 5000 Nova Gorica, Slovenia",doctor,wheelchairAccessibleParking; wheelchairAccessibleEntrance,https://maps.google.com/?cid=1079459878771989187,
Zasebna psihiatricna ordinacija Peter Kapš dr.med.,Monday: 11:30 AM – 8:00 PM; Tuesday: 7:30 AM – 1:00 PM; Wednesday: 7:30 AM – 6:30 PM; Thursday: 7:30 AM – 1:00 PM; Friday: 7:30 – 9:30 AM; Saturday: Closed; Sunday: Closed,+386 7 338 07 20,45.8149558,15.1545998,"Ljubljanska cesta 26, 8000 Novo mesto, Slovenia",doctor,wheelchairAccessibleParking,https://maps.google.com/?cid=10582075803756303206,https://www.zdravniki-zobozdravniki.net/clan/Peter-KAPS-828/#ordinacija
Zasebna spec. amb. za zobno in celj. Ortopedijo Tadeja Kramaric-Cizmazija dr.dent.med. spec.,,+386 41 746 065,46.6610528,16.167461199999998,"Cvetkova ulica 12, 9000 Murska Sobota, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=8384033259027798482,https://www.cakalnedobe.si/ambulante/zasebna-specialisticna-ambulanta-za-zobno-in-celjustno-ortopedijo-tadeja-kramaric-cizmazija-zobozdravstvena-dejavnost/
Zasebna zobna ambulanta - Anja Trobec dr.dent.med,,+386 3 749 04 70,46.2141161,15.3939385,"Cesta Leona Dobrotinška 5, 3230 Šentjur, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13234328255203950863,http://zobozdravnica-anjatrobec.com/
Zasebna zobna ambulanta - Darinka Juhart,,+386 3 575 33 29,46.3398312,15.428544400000002,"Mestni trg 17, 3210 Slovenske Konjice, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=18316943158427931017,
Zasebna zobna ambulanta Cankova - Petrovič Mirjana,Monday: 1:00 – 7:00 PM; Tuesday: 8:00 AM – 2:00 PM; Wednesday: 1:00 – 7:00 PM; Thursday: 8:00 AM – 2:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 2 540 90 60,46.719034199999996,16.017941699999998,"Cankova 65, 9261 Cankova, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=2534141356047847465,http://www.zobozdravniki-pomurja.si/
Zasebna zobna ambulanta Ivan Matek,Monday: 8:00 AM – 2:00 PM; Tuesday: 2:00 – 8:00 PM; Wednesday: 2:00 – 8:00 PM; Thursday: 8:00 AM – 2:00 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 3 710 15 50,46.2447853,15.187699299999998,"Petrovče 95, 3301 Petrovče, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15211661955248610155,http://www.matek.si/
Zasebna zobna ambulanta Nika Podbregar dr.dent.med.,,+386 3 710 05 75,46.2509148,15.1622415,"Prešernova ulica 6, 3310 Žalec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6006719968306948639,
Zasebna zobna ambulanta Nikola Potočnik,,+386 3 571 60 44,46.2529628,15.162053299999998,"Mestni trg 5, 3310 Žalec, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=13703297935720416672,
Zasebna zobna ambulanta Saša Dolar Petelinšek s.p.,Monday: 12:30 – 7:30 PM; Tuesday: 12:30 – 7:30 PM; Wednesday: 7:15 AM – 2:15 PM; Thursday: 7:15 AM – 2:15 PM; Friday: 7:15 AM – 2:15 PM; Saturday: Closed; Sunday: Closed,+386 820 54040,46.2360392,15.090903999999998,"Graščinska cesta 11, 3312 Prebold, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4721002968250277856,https://www.moja-dejavnost.si/zobozdravnik-prebold/zasebna-zobna-ambulanta-sasa-dolar-sp/MMxqzGko
Zasebna zobna ambulanta Strahovnik Matej dr.dent.med.,,+386 3 897 19 80,46.3609528,15.1139241,"Vodnikova cesta, 3320 Velenje, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=10791018001578586820,http://www.strahovnik.si/index.php?option=com_content&view=article&id=3&Itemid=3
Zasebna zobna ambulanta Testen Aleksander,Monday: 12:30 – 6:00 PM; Tuesday: 6:00 AM – 1:00 PM; Wednesday: 6:00 AM – 1:00 PM; Thursday: 12:30 – 6:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,+386 3 490 89 60,46.231386099999995,15.262495999999999,"Gregorčičeva ulica 4, 3000 Celje, Slovenia",dental_clinic,,https://maps.google.com/?cid=16802013159571243662,http://www.zobozdravstvo-testen.si/
Zasebna zobna ambulanta Tošić Zorica,"Monday: 1:00 – 7:00 PM; Tuesday: 7:00 AM – 12:00 PM; Wednesday: 7:00 AM – 12:00 PM; Thursday: 7:00 – 11:00 AM, 1:00 – 7:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed",+386 1 429 46 30,46.0361903,14.4895219,"Cesta v Mestni log 55, 1000 Ljubljana, Slovenia",dental_clinic,wheelchairAccessibleRestroom,https://maps.google.com/?cid=479045183425876755,https://www.zdravniki-zobozdravniki.net/clan/Arnaldo-TOMSIC-789/#ordinacija
Zasebna zobna ambulanta Vezočnik Erika,Monday: 7:00 AM – 2:00 PM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,+386 3 705 04 53,46.279569699999996,15.0751911,"Glavni trg 15, 3313 Polzela, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6285172901396474151,
Zasebna zobna ambulanta Zoran Ribič dr.dent.med.,Monday: 12:30 – 7:30 PM; Tuesday: 12:30 – 7:00 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,+386 2 755 00 38,46.4339916,15.951435100000001,"Pošta, Dornava 135a, 2252 Dornava, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=5338256392114144659,https://www.zobozdravstvo-ribic.si/
Zasebna zobna ambulanta za odrasle Kelaidis George dr.dent.med.,Monday: 7:00 – 8:00 AM; Tuesday: 7:00 AM – 2:00 PM; Wednesday: 9:00 AM – 2:00 PM; Thursday: 2:00 – 8:00 PM; Friday: 7:00 – 8:00 AM; Saturday: Closed; Sunday: Closed,+386 2 821 83 54,46.544314299999996,14.965688299999998,"Trg svobode 18A, 2390 Ravne na Koroškem, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=15227952564841701039,
Zasebna zobna ordinacija Bojan Smajila,Monday: 2:00 – 4:00 PM; Tuesday: 7:00 – 9:00 AM; Wednesday: 2:00 – 4:00 PM; Thursday: 7:00 – 9:00 AM; Friday: 7:00 – 9:00 AM; Saturday: Closed; Sunday: Closed,+386 3 705 03 00,46.287557299999996,15.040113600000002,"Braslovče 27, 3314 Braslovče, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom; wheelchairAccessibleSeating,https://maps.google.com/?cid=2684247599651369527,http://www.zobnaordinacija-braslovce.si/
Zasebna zobna ordinacija Drofenik Marko Jožef,,+386 2 251 94 74,46.5652693,15.633857100000002,"Vrbanska cesta 35, 2000 Maribor, Slovenia",dentist,wheelchairAccessibleParking,https://maps.google.com/?cid=6352011169503388977,
Zasebna zobna ordinacija Emilija Živković dr.dent.med.,Monday: 1:00 – 8:00 PM; Tuesday: 12:30 – 7:00 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 7:30 AM – 12:30 PM; Friday: 7:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,+386 590 35299,46.5448258,14.9698924,"Javornik 21, 2390 Ravne na Koroškem, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=17890685829533623412,https://www.moja-dejavnost.si/zdravljenje-zobnih-bolezni-koroska/zasebna-zobna-ordinacija-emilija-zivkovic-drdentmed/MMxr0Qrj
Zasebna zobna ordinacija Helena Konobelj,Monday: 1:00 – 7:30 PM; Tuesday: 12:30 – 7:00 PM; Wednesday: 7:00 AM – 1:30 PM; Thursday: 7:00 AM – 1:30 PM; Friday: 7:00 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,,46.4400008,14.0446119,"Cesta maršala Tita 78, 4270 Jesenice, Slovenia",point_of_interest,wheelchairAccessibleParking,https://maps.google.com/?cid=2217335118000953004,https://www.zdravniki-zobozdravniki.net/clan/Helena-KONOBELJ-1036/
Zasebna zobna ordinacija Lužnik Peter dr. dent. med.,Monday: 11:00 AM – 7:15 PM; Tuesday: 11:00 AM – 7:15 PM; Wednesday: 7:00 AM – 2:00 PM; Thursday: 7:00 AM – 2:00 PM; Friday: 7:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,+386 2 884 29 33,46.5148428,15.0838567,"Prešernova ulica 3c, 2380 Slovenj Gradec, Slovenia",dentist,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4151853149249819155,http://orodent.si/
Zasebna zobna ordinacija Nuša Zadel dr.dent.med.,Monday: 1:00 – 8:00 PM; Tuesday: 1:00 – 8:00 PM; Wednesday: 7:45 AM – 2:15 PM; Thursday: 7:45 AM – 2:15 PM; Friday: 7:45 AM – 1:15 PM; Saturday: Closed; Sunday: Closed,+386 1 330 30 80,46.024613599999995,14.295387799999999,"Slovenska cesta 17, 1354 Horjul, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4123822119975938645,http://www.ordinacija-zadel.si/
Zasebna zobna ordinacija Poljšak Alenka,,+386 5 330 33 73,45.930571199999996,13.637910699999999,"Cesta prekomorskih brigad 25, 5290 Šempeter pri Gorici, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleRestroom,https://maps.google.com/?cid=12256370884190677704,
Zasebna zobna ordinacija Povše Zlatko dr.dent.med.,,+386 7 308 81 50,45.8320618,14.930175000000002,"Jurčičeva ulica 32, 8360 Žužemberk, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=4224765955402135056,
Zasebna zobna ordinacija Simona Jug Mehle dr.dent.med.,,+386 3 582 10 10,46.2292487,15.516119,"Celjska cesta 16, 3240 Šmarje pri Jelšah, Slovenia",dental_clinic,wheelchairAccessibleParking; wheelchairAccessibleEntrance; wheelchairAccessibleRestroom,https://maps.google.com/?cid=6076916570415269357,http://www.zobna-mehle.si/217-2/
