Procedure Code,Procedure Name,Facility,Category,Waiting Days
1039P,Pulmološki pregled - prvi,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,57
1039P,Pulmološki pregled - prvi,VERBOTEN KOPRIVA RENATA - ORDINACIJA INTERNE MEDICINE,veryFast,63
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA CELJE,veryFast,74
1039P,Pulmološki pregled - prvi,BOLNIŠNICA TOPOLŠICA,veryFast,74
1039P,Pulmološki pregled - prvi,"REMEDA, MEDICINSKI CENTER DOMŽALE D.O.O.",veryFast,133
1039P,Pulmološki pregled - prvi,SPLOŠNA BOLNIŠNICA DR. FRANCA DERGANCA NOVA GORICA,veryFast,149
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,regular,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM VELENJE,regular,0
1040P,Psihiatrična obravnava  - prva,ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,regular,0
1040P,Psihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,regular,0
1040P,Psihiatrična obravnava  - prva,PKM d.o.o.,regular,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LOGATEC,regular,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,regular,15
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA IDRIJA,regular,15
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA ORMOŽ,regular,26
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA NOVO MESTO,regular,27
1040P,Psihiatrična obravnava  - prva,TEMZA d.o.o.,regular,29
1040P,Psihiatrična obravnava  - prva,BOLNIŠNICA SEŽANA,regular,29
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,regular,29
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,regular,43
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,regular,43
1040P,Psihiatrična obravnava  - prva,"Svetovanje dr. Kuhar, d.o.o.",regular,43
1040P,Psihiatrična obravnava  - prva,SUPEREGO d.o.o.,regular,43
1040P,Psihiatrična obravnava  - prva,"LE SKUPAJ, d.o.o.",regular,49
1040P,Psihiatrična obravnava  - prva,"DR. POŠTENJAK D.O.O. SPECIALISTICNA PSIHIATRICNA AMBULANTNA DEJAVNOST, MAG.SCI. VLADIMIR POŠTENJAK",regular,50
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,regular,53
1040P,Psihiatrična obravnava  - prva,"MCL, PSIHIATRICNA ORDINACIJA D.O.O.",regular,53
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,regular,54
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,57
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNA PSIHIATRIČNA KLINIKA LJUBLJANA,regular,68
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TOLMIN,regular,74
1040P,Psihiatrična obravnava  - prva,ZD KRŠKO,regular,88
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM METLIKA,regular,88
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,88
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ŠENTJUR,regular,104
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA VOJNIK,regular,113
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ZA ŠTUDENTE UNIVERZE V LJUBLJANI,regular,117
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,regular,118
1040P,Psihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",regular,118
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA BEGUNJE,regular,120
1040P,Psihiatrična obravnava  - prva,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,regular,132
1040P,Psihiatrična obravnava  - prva,Breda JELEN-SOBOČAN - psihiatrična ordinacija,regular,135
1040P,Psihiatrična obravnava  - prva,Psih.in psihoter.ordinacija Klelija Hrovatic d.o.o.,regular,149
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,regular,165
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUTOMER,regular,165
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,regular,165
1040P,Psihiatrična obravnava  - prva,"MENTAL svetovanje, d.o.o.",regular,165
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Celjenje Koper,regular,165
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PTUJ,regular,165
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,regular,165
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Furlan Ljubljana,regular,196
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA CELJE,regular,196
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,regular,209
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,227
1040P,Psihiatrična obravnava  - prva,"Zasebna psihiatricna ordinacija Peter Kapš, dr.med.",regular,288
1040P,Psihiatrična obravnava  - prva,"SONART, zdravstvene in druge storitve d.o.o.",regular,318
1040P,Psihiatrična obravnava  - prva,"ZASEBNA ZDRAVNICA MAJDA KACJAN, DR.MED.SPEC.PSIHIATRIJE",regular,349
1040P,Psihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,regular,349
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,fast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LOGATEC,fast,0
1040P,Psihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,fast,0
1040P,Psihiatrična obravnava  - prva,PKM d.o.o.,fast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,fast,0
1040P,Psihiatrična obravnava  - prva,ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,fast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM VELENJE,fast,0
1040P,Psihiatrična obravnava  - prva,TEMZA d.o.o.,fast,15
1040P,Psihiatrična obravnava  - prva,SUPEREGO d.o.o.,fast,15
1040P,Psihiatrična obravnava  - prva,BOLNIŠNICA SEŽANA,fast,15
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,fast,15
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA IDRIJA,fast,15
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA ORMOŽ,fast,19
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA NOVO MESTO,fast,27
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,29
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,fast,29
1040P,Psihiatrična obravnava  - prva,"MCL, PSIHIATRICNA ORDINACIJA D.O.O.",fast,33
1040P,Psihiatrična obravnava  - prva,"DR. POŠTENJAK D.O.O. SPECIALISTICNA PSIHIATRICNA AMBULANTNA DEJAVNOST, MAG.SCI. VLADIMIR POŠTENJAK",fast,34
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,fast,34
1040P,Psihiatrična obravnava  - prva,"Svetovanje dr. Kuhar, d.o.o.",fast,43
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,fast,46
1040P,Psihiatrična obravnava  - prva,"ZASEBNA ZDRAVNICA MAJDA KACJAN, DR.MED.SPEC.PSIHIATRIJE",fast,49
1040P,Psihiatrična obravnava  - prva,"LE SKUPAJ, d.o.o.",fast,55
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TOLMIN,fast,57
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM METLIKA,fast,57
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNA PSIHIATRIČNA KLINIKA LJUBLJANA,fast,68
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA VOJNIK,fast,68
1040P,Psihiatrična obravnava  - prva,"Zasebna psihiatricna ordinacija Peter Kapš, dr.med.",fast,74
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Celjenje Koper,fast,74
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,fast,74
1040P,Psihiatrična obravnava  - prva,ZD KRŠKO,fast,74
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,74
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ZA ŠTUDENTE UNIVERZE V LJUBLJANI,fast,75
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ŠENTJUR,fast,88
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,fast,88
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUTOMER,fast,104
1040P,Psihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",fast,104
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Furlan Ljubljana,fast,104
1040P,Psihiatrična obravnava  - prva,Psih.in psihoter.ordinacija Klelija Hrovatic d.o.o.,fast,118
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,fast,118
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,fast,118
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PTUJ,fast,118
1040P,Psihiatrična obravnava  - prva,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,fast,132
1040P,Psihiatrična obravnava  - prva,Breda JELEN-SOBOČAN - psihiatrična ordinacija,fast,135
1040P,Psihiatrična obravnava  - prva,"MENTAL svetovanje, d.o.o.",fast,135
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA BEGUNJE,fast,148
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,179
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,188
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA CELJE,fast,196
1040P,Psihiatrična obravnava  - prva,"SONART, zdravstvene in druge storitve d.o.o.",fast,257
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,fast,347
1040P,Psihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,fast,349
1040P,Psihiatrična obravnava  - prva,PKM d.o.o.,veryFast,0
1040P,Psihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,veryFast,0
1040P,Psihiatrična obravnava  - prva,TEMZA d.o.o.,veryFast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TOLMIN,veryFast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM METLIKA,veryFast,0
1040P,Psihiatrična obravnava  - prva,ZGORNJESAVINJSKI ZDRAVSTVENI DOM NAZARJE,veryFast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM VELENJE,veryFast,0
1040P,Psihiatrična obravnava  - prva,SUPEREGO d.o.o.,veryFast,0
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA IDRIJA,veryFast,0
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,veryFast,0
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA ORMOŽ,veryFast,12
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,veryFast,15
1040P,Psihiatrična obravnava  - prva,BOLNIŠNICA SEŽANA,veryFast,15
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,veryFast,15
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA NOVO MESTO,veryFast,21
1040P,Psihiatrična obravnava  - prva,"LE SKUPAJ, d.o.o.",veryFast,26
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA VOJNIK,veryFast,27
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LOGATEC,veryFast,29
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,29
1040P,Psihiatrična obravnava  - prva,"DR. POŠTENJAK D.O.O. SPECIALISTICNA PSIHIATRICNA AMBULANTNA DEJAVNOST, MAG.SCI. VLADIMIR POŠTENJAK",veryFast,29
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,42
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,43
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Celjenje Koper,veryFast,43
1040P,Psihiatrična obravnava  - prva,"Svetovanje dr. Kuhar, d.o.o.",veryFast,43
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUTOMER,veryFast,43
1040P,Psihiatrična obravnava  - prva,"ZASEBNA ZDRAVNICA MAJDA KACJAN, DR.MED.SPEC.PSIHIATRIJE",veryFast,47
1040P,Psihiatrična obravnava  - prva,"MCL, PSIHIATRICNA ORDINACIJA D.O.O.",veryFast,54
1040P,Psihiatrična obravnava  - prva,"Zasebna psihiatricna ordinacija Peter Kapš, dr.med.",veryFast,57
1040P,Psihiatrična obravnava  - prva,PSIHIATRIČNA BOLNIŠNICA BEGUNJE,veryFast,57
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,57
1040P,Psihiatrična obravnava  - prva,ZD KRŠKO,veryFast,57
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,veryFast,57
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,veryFast,57
1040P,Psihiatrična obravnava  - prva,SŽ - ŽELEZNIŠKI ZDRAVSTVENI DOM LJUBLJANA,veryFast,64
1040P,Psihiatrična obravnava  - prva,UNIVERZITETNA PSIHIATRIČNA KLINIKA LJUBLJANA,veryFast,68
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ŠENTJUR,veryFast,74
1040P,Psihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",veryFast,74
1040P,Psihiatrična obravnava  - prva,Zdravstveni zavod Furlan Ljubljana,veryFast,74
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM-OSNOVNO VARSTVO NOVA GORICA,veryFast,74
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,veryFast,74
1040P,Psihiatrična obravnava  - prva,"MENTAL svetovanje, d.o.o.",veryFast,74
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM ZA ŠTUDENTE UNIVERZE V LJUBLJANI,veryFast,77
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PTUJ,veryFast,88
1040P,Psihiatrična obravnava  - prva,Psih.in psihoter.ordinacija Klelija Hrovatic d.o.o.,veryFast,88
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,veryFast,104
1040P,Psihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA CELJE,veryFast,118
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,127
1040P,Psihiatrična obravnava  - prva,Breda JELEN-SOBOČAN - psihiatrična ordinacija,veryFast,135
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,veryFast,135
1040P,Psihiatrična obravnava  - prva,"SONART, zdravstvene in druge storitve d.o.o.",veryFast,196
1040P,Psihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,veryFast,288
1040P,Psihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,veryFast,347
1041P,Pedopsihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,regular,0
1041P,Pedopsihiatrična obravnava  - prva,PRAKAŠ MILANKA - PEDOPSIHIATRIČNA AMBULANTA,regular,33
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,regular,74
1041P,Pedopsihiatrična obravnava  - prva,UKC LJUBLJANA PEDIATRIČNA KLINIKA,regular,88
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVO BERIC, D.O.O.",regular,104
1041P,Pedopsihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",regular,118
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,regular,196
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,regular,257
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM KRANJ,regular,257
1041P,Pedopsihiatrična obravnava  - prva,Animula d.o.o.,regular,349
1041P,Pedopsihiatrična obravnava  - prva,ZAVOD ZA GLUHE IN NAGLUŠNE LJUBLJANA,regular,349
1041P,Pedopsihiatrična obravnava  - prva,CENTER ZA SLUH IN GOVOR MARIBOR,regular,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM JESENICE,regular,439
1041P,Pedopsihiatrična obravnava  - prva,Daruma d.o.o.,regular,469
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,regular,530
1041P,Pedopsihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,regular,561
1041P,Pedopsihiatrična obravnava  - prva,"Svetovalni center za otroke, mladostnike in starše Ljubljana",regular,592
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,regular,592
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,regular,592
1041P,Pedopsihiatrična obravnava  - prva,"Zasebna pedopsihiatrična ambulanta Nataša Potočnik Dajčman, dr.med.",regular,622
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,regular,683
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,regular,745
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,regular,773
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",regular,773
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,regular,804
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,regular,865
1041P,Pedopsihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,regular,957
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,regular,1139
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,1384
1041P,Pedopsihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,fast,0
1041P,Pedopsihiatrična obravnava  - prva,PRAKAŠ MILANKA - PEDOPSIHIATRIČNA AMBULANTA,fast,33
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,fast,70
1041P,Pedopsihiatrična obravnava  - prva,UKC LJUBLJANA PEDIATRIČNA KLINIKA,fast,74
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVO BERIC, D.O.O.",fast,74
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,fast,118
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM KRANJ,fast,165
1041P,Pedopsihiatrična obravnava  - prva,Animula d.o.o.,fast,257
1041P,Pedopsihiatrična obravnava  - prva,"Svetovalni center za otroke, mladostnike in starše Ljubljana",fast,318
1041P,Pedopsihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",fast,318
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,fast,318
1041P,Pedopsihiatrična obravnava  - prva,ZAVOD ZA GLUHE IN NAGLUŠNE LJUBLJANA,fast,349
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,fast,380
1041P,Pedopsihiatrična obravnava  - prva,CENTER ZA SLUH IN GOVOR MARIBOR,fast,380
1041P,Pedopsihiatrična obravnava  - prva,Daruma d.o.o.,fast,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM JESENICE,fast,408
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,fast,408
1041P,Pedopsihiatrična obravnava  - prva,"Zasebna pedopsihiatrična ambulanta Nataša Potočnik Dajčman, dr.med.",fast,408
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,fast,500
1041P,Pedopsihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,fast,500
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,fast,500
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,fast,530
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,fast,530
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,fast,530
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,fast,592
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,fast,653
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",fast,653
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,fast,683
1041P,Pedopsihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,fast,895
1041P,Pedopsihiatrična obravnava  - prva,UNIVERZITETNI KLINIČNI CENTER MARIBOR,veryFast,0
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVO BERIC, D.O.O.",veryFast,0
1041P,Pedopsihiatrična obravnava  - prva,PRAKAŠ MILANKA - PEDOPSIHIATRIČNA AMBULANTA,veryFast,26
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM GORNJA RADGONA,veryFast,57
1041P,Pedopsihiatrična obravnava  - prva,UKC LJUBLJANA PEDIATRIČNA KLINIKA,veryFast,57
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SLOVENSKA BISTRICA,veryFast,57
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM KRANJ,veryFast,118
1041P,Pedopsihiatrična obravnava  - prva,Animula d.o.o.,veryFast,196
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM TRBOVLJE TRBOVLJE,veryFast,227
1041P,Pedopsihiatrična obravnava  - prva,"Zasebna pedopsihiatrična ambulanta Nataša Potočnik Dajčman, dr.med.",veryFast,257
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM SEVNICA,veryFast,288
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM MURSKA SOBOTA,veryFast,288
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM PIRAN POLIAMBULATORIO PIRANO,veryFast,288
1041P,Pedopsihiatrična obravnava  - prva,"Psihiatricna in pedopsihiatricna ordinacija  Anja Reljic Princic, dr.med.",veryFast,288
1041P,Pedopsihiatrična obravnava  - prva,Daruma d.o.o.,veryFast,318
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,veryFast,318
1041P,Pedopsihiatrična obravnava  - prva,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,veryFast,318
1041P,Pedopsihiatrična obravnava  - prva,ZAVOD ZA GLUHE IN NAGLUŠNE LJUBLJANA,veryFast,349
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM DOMŽALE,veryFast,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM JESENICE,veryFast,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM LJUBLJANA - VIČ - RUDNIK,veryFast,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,veryFast,380
1041P,Pedopsihiatrična obravnava  - prva,CENTER ZA SLUH IN GOVOR MARIBOR,veryFast,380
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM ORMOŽ,veryFast,530
1041P,Pedopsihiatrična obravnava  - prva,"ZDRAVSTVENI DOM DR. FRANCA AMBROŽIČA, POSTOJNA",veryFast,530
1041P,Pedopsihiatrična obravnava  - prva,ZDRAVSTVENI DOM RAVNE NA KOROŠKEM,veryFast,530
1041P,Pedopsihiatrična obravnava  - prva,OZG ZDRAVSTVENI DOM ŠKOFJA LOKA,veryFast,653
1041P,Pedopsihiatrična obravnava  - prva,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,veryFast,834
1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,ZDRAVSTVENI DOM LOGATEC,regular,0
1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,ZDRAVSTVENI DOM CELJE – Specialistična dejavnost,regular,0
1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,UNIVERZITETNA PSIHIATRIČNA KLINIKA LJUBLJANA,regular,0
1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,ZDRAVSTVENI DOM DR. ADOLFA DROLCA MARIBOR,regular,15
1042P,Pregled ob odvajanju odvisnosti od prepovedanih drog - prvi,ZDRAVSTVENI DOM LOGATEC,fast,0
